"","locus","n_samples"
"2061","Assembly_000000186411_Contig_1_585_CINxHamelia",38
"2062","Assembly_000000186721_Contig_1_524_CINxHamelia",36
"2063","Assembly_000000186721_Contig_4_203_CINxHamelia",3
"2064","Assembly_000000187605_Contig_3_187_CINxHamelia",0
"2065","Assembly_000000187879_Contig_6_192_CINxHamelia",0
"2066","Assembly_000000188029_Contig_2_216_CINxHamelia",38
"2067","Assembly_000000188609_Contig_2_154_CINxHamelia",33
"2068","Assembly_000000188609_Contig_3_162_CINxHamelia",38
"2069","Assembly_000000188609_Contig_4_134_CINxHamelia",0
"2070","Assembly_000000188609_Contig_5_158_CINxHamelia",37
"2071","Assembly_000000188609_Contig_6_155_CINxHamelia",10
"2072","Assembly_000000188609_Contig_8_139_CINxHamelia",29
"2073","Assembly_000000214791_Contig_2_159_CINxCinchona",2
"2074","Assembly_000000231405_Contig_2_249_CINxCinchona",0
"2075","Assembly_000000231405_Contig_6_195_CINxCinchona",0
"2076","Assembly_000000231405_Contig_7_176_CINxCinchona",8
"2077","Assembly_000000231405_Contig_8_158_CINxCinchona",0
"2078","Assembly_000000231487_Contig_1_271_CINxCinchona",27
"2079","Assembly_000000231933_Contig_2_272_CINxCinchona",35
"2080","Assembly_000000231933_Contig_4_172_CINxCinchona",33
"2081","Assembly_000000233171_Contig_1_411_CINxCinchona",19
"2082","Assembly_000000233171_Contig_3_120_CINxCinchona",0
"2083","Assembly_000000233535_Contig_1_364_CINxCinchona",33
"2084","Assembly_000000233535_Contig_2_440_CINxCinchona",37
"2085","Assembly_000000233535_Contig_5_265_CINxCinchona",22
"2086","Assembly_000000233753_Contig_1_413_CINxCinchona",38
"2087","Assembly_000000233911_Contig_2_408_CINxCinchona",8
"2088","Assembly_000000234781_Contig_1_325_CINxCinchona",0
"2089","Assembly_000000235061_Contig_5_128_CINxCinchona",23
"2090","Assembly_000000235177_Contig_6_136_CINxCinchona",33
"2091","Assembly_000000236221_Contig_4_174_CINxCinchona",25
"2092","Assembly_000000236221_Contig_6_261_CINxCinchona",38
"2093","Assembly_000000236967_Contig_4_138_CINxCinchona",0
"2094","Assembly_000000236967_Contig_5_130_CINxCinchona",0
"2095","Assembly_000000237099_Contig_1_333_CINxCinchona",38
"2096","Assembly_000000237099_Contig_2_150_CINxCinchona",0
"2097","Assembly_000000237957_Contig_1_265_CINxCinchona",35
"2098","Assembly_000000237957_Contig_2_123_CINxCinchona",20
"2099","Assembly_000000237957_Contig_4_178_CINxCinchona",33
"2100","Assembly_000000238091_Contig_2_143_CINxCinchona",0
"2101","Assembly_000000238299_Contig_1_472_CINxCinchona",5
"2102","Assembly_000000238299_Contig_2_255_CINxCinchona",28
"2103","Assembly_000000238447_Contig_1_565_CINxCinchona",5
"2104","Assembly_000000238447_Contig_2_379_CINxCinchona",2
"2105","Assembly_000000238591_Contig_1_642_CINxCinchona",37
"2106","Assembly_000000238649_Contig_5_282_CINxCinchona",35
"2107","Assembly_000000239131_Contig_3_178_CINxCinchona",0
"2108","Assembly_000000239363_Contig_4_174_CINxCinchona",28
"2109","Assembly_000000240527_Contig_1_701_CINxCinchona",35
"2110","Assembly_000000240527_Contig_4_189_CINxCinchona",23
"2111","Assembly_000000240527_Contig_5_176_CINxCinchona",34
"2112","Assembly_000000240727_Contig_4_126_CINxCinchona",32
"2113","Assembly_000000240829_Contig_2_212_CINxCinchona",0
"2114","Assembly_000000240829_Contig_3_158_CINxCinchona",0
"2115","Assembly_000000240911_Contig_1_683_CINxCinchona",0
"2116","Assembly_000000240911_Contig_2_147_CINxCinchona",0
"2117","Assembly_000000240911_Contig_3_187_CINxCinchona",0
"2118","Assembly_000000241095_Contig_2_135_CINxCinchona",0
"2119","Assembly_000000241095_Contig_3_124_CINxCinchona",0
"2120","Assembly_000000241163_Contig_1_203_CINxCinchona",0
"2121","Assembly_000000241413_Contig_1_460_CINxCinchona",39
"2122","Assembly_000000241413_Contig_2_391_CINxCinchona",38
"2123","Assembly_000000241419_Contig_2_306_CINxCinchona",36
"2124","Assembly_000000241419_Contig_4_168_CINxCinchona",0
"2125","Assembly_000000241477_Contig_3_227_CINxCinchona",36
"2126","Assembly_000000241477_Contig_4_183_CINxCinchona",22
"2127","Assembly_000000242169_Contig_1_560_CINxCinchona",0
"2128","Assembly_000000242169_Contig_2_184_CINxCinchona",0
"2129","Assembly_000000242359_Contig_2_159_CINxCinchona",29
"2130","Assembly_000000242457_Contig_1_434_CINxCinchona",3
"2131","Assembly_000000243029_Contig_1_589_CINxCinchona",34
"2132","Assembly_000000243163_Contig_1_163_CINxCinchona",1
"2133","Assembly_000000243837_Contig_2_286_CINxCinchona",35
"2134","Assembly_000000244297_Contig_2_317_CINxCinchona",32
"2135","Assembly_000000244297_Contig_3_182_CINxCinchona",31
"2136","Assembly_000000244297_Contig_5_237_CINxCinchona",38
"2137","Assembly_000000244315_Contig_3_249_CINxCinchona",37
"2138","Assembly_000000244605_Contig_1_206_CINxCinchona",16
"2139","Assembly_000000244605_Contig_2_310_CINxCinchona",29
"2140","Assembly_000000244955_Contig_1_405_CINxCinchona",38
"2141","Assembly_000000245715_Contig_4_126_CINxCinchona",1
"2142","Assembly_000000246673_Contig_2_215_CINxCinchona",0
"2143","Assembly_000000247135_Contig_1_368_CINxCinchona",35
"2144","Assembly_000000247135_Contig_2_132_CINxCinchona",31
"2145","Assembly_000000247135_Contig_6_127_CINxCinchona",0
"2146","Assembly_000000248005_Contig_1_576_CINxCinchona",37
"2147","Assembly_000000248277_Contig_3_250_CINxCinchona",37
"2148","Assembly_000000248383_Contig_1_594_CINxCinchona",38
"2149","Assembly_000000248383_Contig_2_336_CINxCinchona",33
"2150","Assembly_000000248383_Contig_3_145_CINxCinchona",33
"2151","Assembly_000000248383_Contig_5_249_CINxCinchona",38
"2152","Assembly_000000248383_Contig_6_207_CINxCinchona",38
"2153","Assembly_000000249217_Contig_1_355_CINxCinchona",36
"2154","Assembly_000000249217_Contig_2_269_CINxCinchona",0
"2155","Assembly_000000249273_Contig_1_582_CINxCinchona",0
"2156","Assembly_000000249273_Contig_3_247_CINxCinchona",0
"2157","Assembly_000000249273_Contig_4_163_CINxCinchona",0
"2158","Assembly_000000249439_Contig_4_134_CINxCinchona",0
"2159","Assembly_000000249975_Contig_5_125_CINxCinchona",0
"2160","Assembly_000000250723_Contig_2_349_CINxCinchona",35
"2161","Assembly_000000250723_Contig_3_234_CINxCinchona",38
"2162","Assembly_000000251093_Contig_1_290_CINxCinchona",33
"2163","Assembly_000000251127_Contig_1_395_CINxCinchona",0
"2164","Assembly_000000251127_Contig_2_159_CINxCinchona",0
"2165","Assembly_000000251505_Contig_1_625_CINxCinchona",38
"2166","Assembly_000000251505_Contig_3_203_CINxCinchona",37
"2167","Assembly_000000251993_Contig_1_249_CINxCinchona",25
"2168","Assembly_000000252039_Contig_3_478_CINxCinchona",32
"2169","Assembly_000000252777_Contig_1_240_CINxCinchona",29
"2170","Assembly_000000252777_Contig_2_123_CINxCinchona",0
"2171","Assembly_000000252777_Contig_6_196_CINxCinchona",8
"2172","Assembly_000000252959_Contig_1_202_CINxCinchona",35
"2173","Assembly_000000253975_Contig_2_325_CINxCinchona",3
"2174","Assembly_000000253975_Contig_3_212_CINxCinchona",0
"2175","Assembly_000000253975_Contig_4_166_CINxCinchona",36
"2176","Assembly_000000254037_Contig_1_476_CINxCinchona",1
"2177","Assembly_000000254037_Contig_2_146_CINxCinchona",0
"2178","Assembly_000000255071_Contig_2_137_CINxCinchona",18
"2179","Assembly_000000255071_Contig_4_128_CINxCinchona",0
"2180","Assembly_000000255223_Contig_2_147_CINxCinchona",0
"2181","Assembly_000000255223_Contig_3_123_CINxCinchona",12
"2182","Assembly_000000255223_Contig_4_217_CINxCinchona",26
"2183","Assembly_000000255663_Contig_2_181_CINxCinchona",38
"2184","Assembly_000000255731_Contig_4_126_CINxCinchona",29
"2185","Assembly_000000255731_Contig_5_126_CINxCinchona",37
"2186","Assembly_000000255969_Contig_2_249_CINxCinchona",34
"2187","Assembly_000000256101_Contig_1_405_CINxCinchona",37
"2188","Assembly_000000256101_Contig_4_192_CINxCinchona",25
"2189","Assembly_000000256325_Contig_2_247_CINxCinchona",0
"2190","Assembly_000000256325_Contig_3_157_CINxCinchona",38
"2191","Assembly_000000256415_Contig_2_458_CINxCinchona",7
"2192","Assembly_000000256415_Contig_3_226_CINxCinchona",29
"2193","Assembly_000000256597_Contig_1_247_CINxCinchona",29
"2194","Assembly_000000256597_Contig_2_228_CINxCinchona",35
"2195","Assembly_000000257343_Contig_1_248_CINxCinchona",37
"2196","Assembly_000000257343_Contig_2_253_CINxCinchona",36
"2197","Assembly_000000257343_Contig_3_171_CINxCinchona",33
"2198","Assembly_000000257343_Contig_4_160_CINxCinchona",25
"2199","Assembly_000000257343_Contig_5_137_CINxCinchona",18
"2200","Assembly_000000258205_Contig_1_368_CINxCinchona",36
"2201","Assembly_000000258205_Contig_2_358_CINxCinchona",5
"2202","Assembly_000000259633_Contig_1_319_CINxCinchona",32
"2203","Assembly_000000259633_Contig_2_264_CINxCinchona",36
"2204","Assembly_000000259781_Contig_1_309_CINxCinchona",35
"2205","Assembly_000000259781_Contig_2_285_CINxCinchona",30
"2206","Assembly_000000259781_Contig_3_129_CINxCinchona",38
"2207","Assembly_000000259781_Contig_4_185_CINxCinchona",0
"2208","Assembly_000000259781_Contig_5_137_CINxCinchona",8
"2209","Assembly_000000259879_Contig_3_160_CINxCinchona",16
"2210","Assembly_000000260099_Contig_1_570_CINxCinchona",0
"2211","Assembly_000000262065_Contig_3_208_CINxCinchona",0
"2212","Assembly_000000263381_Contig_2_152_CINxCinchona",15
"2213","Assembly_000000263559_Contig_1_498_CINxCinchona",38
"2214","Assembly_000000263559_Contig_2_260_CINxCinchona",0
"2215","Assembly_000000263559_Contig_3_153_CINxCinchona",3
"2216","Assembly_000000263559_Contig_4_157_CINxCinchona",0
"2217","Assembly_000000263687_Contig_2_302_CINxCinchona",22
"2218","Assembly_000000264039_Contig_3_169_CINxCinchona",4
"2219","Assembly_000000264535_Contig_1_399_CINxCinchona",1
"2220","Assembly_000000264535_Contig_2_258_CINxCinchona",27
"2221","Assembly_000000264535_Contig_3_190_CINxCinchona",0
"2222","Assembly_000000264535_Contig_4_121_CINxCinchona",22
"2223","Assembly_000000264919_Contig_1_259_CINxCinchona",36
"2224","Assembly_000000264919_Contig_2_162_CINxCinchona",3
"2225","Assembly_000000264919_Contig_3_122_CINxCinchona",5
"2226","Assembly_000000265203_Contig_1_203_CINxCinchona",20
"2227","Assembly_000000265203_Contig_2_163_CINxCinchona",38
"2228","Assembly_000000266187_Contig_2_137_CINxCinchona",7
"2229","Assembly_000000266187_Contig_4_257_CINxCinchona",10
"2230","Assembly_000000266187_Contig_5_200_CINxCinchona",25
"2231","Assembly_000000267275_Contig_1_420_CINxCinchona",37
"2232","Assembly_000000267275_Contig_2_191_CINxCinchona",1
"2233","Assembly_000000267953_Contig_2_368_CINxCinchona",28
"2234","Assembly_000000268927_Contig_1_413_CINxCinchona",36
"2235","Assembly_000000268941_Contig_2_250_CINxCinchona",7
"2236","Assembly_000000269131_Contig_2_147_CINxCinchona",37
"2237","Assembly_000000269131_Contig_3_216_CINxCinchona",38
"2238","Assembly_000000269131_Contig_4_146_CINxCinchona",31
"2239","Assembly_000000269131_Contig_5_131_CINxCinchona",36
"2240","Assembly_000000269595_Contig_1_239_CINxCinchona",26
"2241","Assembly_000000274791_Contig_1_221_CINxCinchona",32
"2242","Assembly_000000276599_Contig_1_244_CINxCinchona",38
"2243","Assembly_000000276783_Contig_1_327_CINxCinchona",15
"2244","Assembly_000000277693_Contig_1_199_CINxCinchona",0
"2245","Assembly_000000277693_Contig_2_162_CINxCinchona",0
"2246","Assembly_000000277693_Contig_3_141_CINxCinchona",0
"2247","Assembly_000000278215_Contig_1_196_CINxCinchona",35
"2248","Assembly_000000278215_Contig_2_197_CINxCinchona",33
"2249","Assembly_000000279375_Contig_1_667_CINxCinchona",26
"2250","Assembly_000000279375_Contig_2_154_CINxCinchona",29
"2251","Assembly_000000279543_Contig_2_185_CINxCinchona",13
"2252","Assembly_000000280089_Contig_2_197_CINxCinchona",29
"2253","Assembly_000000280089_Contig_4_139_CINxCinchona",23
"2254","Assembly_000000280525_Contig_2_157_CINxCinchona",33
"2255","Assembly_000000285567_Contig_1_1145_CINxCinchona",39
"2256","Assembly_000000285567_Contig_5_154_CINxCinchona",9
"2257","Assembly_000000287719_Contig_1_595_CINxCinchona",31
"2258","Assembly_000000287719_Contig_3_149_CINxCinchona",36
"2259","Assembly_000000288955_Contig_2_548_CINxCinchona",14
"2260","Assembly_000000298061_Contig_1_575_CINxCinchona",37
"2261","Assembly_000000304029_Contig_2_170_CINxCinchona",0
"2262","Assembly_000000309659_Contig_1_694_CINxCinchona",2
"2263","Assembly_000000326713_Contig_1_475_CINxCinchona",36
"2264","Assembly_000000326713_Contig_2_123_CINxCinchona",23
"2265","Assembly_000000326713_Contig_4_146_CINxCinchona",32
"2266","Assembly_000000335789_Contig_1_275_CINxCinchona",37
"2267","Assembly_000000335789_Contig_2_161_CINxCinchona",38
"2268","Assembly_000000335789_Contig_3_156_CINxCinchona",29
"2269","Assembly_000000336721_Contig_1_293_CINxCinchona",38
"2270","Assembly_000000336721_Contig_2_339_CINxCinchona",2
